Phrenic activation, Abdominal activation, %VC/s, %VC, Pressure (cmH20), timestep, lma (0-1), Pab, Pdi, PL, Pressure-PL
0.05,0.065337,0,69.0433,32.8447,9.5115,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.512,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5125,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.513,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5135,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.514,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5145,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.515,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5155,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.516,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5165,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.517,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5175,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.518,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5185,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.519,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5195,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.52,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5205,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.521,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5215,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.522,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5225,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.523,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5235,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.524,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5245,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.525,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5255,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.526,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5265,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.527,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5275,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.528,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5285,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.529,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5295,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.53,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5305,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.531,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5315,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.532,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5325,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.533,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5335,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.534,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5345,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.535,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5355,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.536,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5365,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.537,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5375,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.538,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5385,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.539,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5395,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.54,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5405,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.541,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5415,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.542,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5425,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.543,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5435,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.544,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5445,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.545,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5455,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.546,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5465,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.547,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5475,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.548,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5485,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.549,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5495,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.55,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5505,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.551,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5515,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.552,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5525,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.553,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5535,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.554,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5545,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.555,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5555,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.556,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5565,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.557,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5575,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.558,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5585,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.559,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5595,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.56,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5605,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.561,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5615,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.562,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5625,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.563,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5635,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.564,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5645,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.565,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5655,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.566,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5665,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.567,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5675,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.568,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5685,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.569,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5695,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.57,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5705,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.571,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5715,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.572,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5725,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.573,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5735,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.574,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5745,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.575,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5755,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.576,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5765,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.577,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5775,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.578,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5785,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.579,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5795,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.58,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5805,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.581,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5815,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.582,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5825,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.583,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5835,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.584,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5845,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.585,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5855,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.586,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5865,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.587,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5875,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.588,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5885,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.589,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5895,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.59,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5905,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.591,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5915,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.592,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5925,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.593,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5935,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.594,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5945,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.595,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5955,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.596,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5965,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.597,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5975,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.598,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5985,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.599,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.5995,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.6,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.6005,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.601,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.6015,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.602,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.6025,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.603,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.6035,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.604,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.6045,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.605,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.6055,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.606,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.6065,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.607,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.6075,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.608,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.6085,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.609,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.6095,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.61,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.6105,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.611,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.6115,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.612,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.6125,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.613,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.6135,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.614,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.6145,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.615,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.6155,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.616,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.6165,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.617,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.6175,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.618,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.6185,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.619,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.6195,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.62,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.6205,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.621,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.6215,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.622,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.6225,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.623,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.6235,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.624,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.6245,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.625,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.6255,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.626,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.6265,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.627,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.6275,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.628,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.6285,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.629,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.6295,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.63,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.6305,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.631,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.6315,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.632,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.6325,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.633,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.6335,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.634,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.6345,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.635,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.6355,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.636,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.6365,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.637,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.6375,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.638,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.6385,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.639,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.6395,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.64,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.6405,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.641,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.6415,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.642,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.6425,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.643,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.6435,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.644,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.6445,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.645,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.6455,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.646,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.6465,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.647,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.6475,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.648,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.6485,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.649,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.6495,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.65,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.6505,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.651,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.6515,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.652,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.6525,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.653,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.6535,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.654,-1,17.9379,3.53906,18.4459,14.3988
0.05,0.065337,0,69.0433,32.8447,9.6545,-1,17.9379,3.53906,18.4459,14.3988
