Phrenic activation, Abdominal activation, %VC/s, %VC, Pressure (cmH20), timestep, lma (0-1), Pab, Pdi, PL, Pressure-PL
0.5,0.065337,-8.38951,61.1923,-0.41389,2.374,1,14.3329,31.0952,16.3484,-16.7623
0.5,0.065337,-8.38646,61.1965,-0.413707,2.3745,1,14.334,31.0972,16.3495,-16.7632
0.5,0.065337,-8.38341,61.2007,-0.413524,2.375,1,14.3351,31.0993,16.3506,-16.7641
0.5,0.065337,-8.38036,61.2048,-0.413342,2.3755,1,14.3362,31.1013,16.3517,-16.7651
0.5,0.065337,-8.37732,61.209,-0.413159,2.376,1,14.3373,31.1033,16.3529,-16.766
0.5,0.065337,-8.37427,61.2132,-0.412976,2.3765,1,14.3384,31.1054,16.354,-16.767
0.5,0.065337,-8.37123,61.2174,-0.412794,2.377,1,14.3395,31.1074,16.3551,-16.7679
0.5,0.065337,-8.36818,61.2216,-0.412612,2.3775,1,14.3406,31.1094,16.3562,-16.7688
0.5,0.065337,-8.36514,61.2258,-0.412429,2.378,1,14.3417,31.1115,16.3573,-16.7698
0.5,0.065337,-8.3621,61.23,-0.412247,2.3785,1,14.3428,31.1135,16.3585,-16.7707
0.5,0.065337,-8.35906,61.2341,-0.412065,2.379,1,14.3439,31.1155,16.3596,-16.7716
0.5,0.065337,-8.35602,61.2383,-0.411883,2.3795,1,14.345,31.1176,16.3607,-16.7726
0.5,0.065337,-8.35298,61.2425,-0.411701,2.38,1,14.3461,31.1196,16.3618,-16.7735
0.5,0.065337,-8.34994,61.2467,-0.411519,2.3805,1,14.3472,31.1216,16.3629,-16.7744
0.5,0.065337,-8.34691,61.2508,-0.411337,2.381,1,14.3483,31.1237,16.364,-16.7754
0.5,0.065337,-8.34387,61.255,-0.411155,2.3815,1,14.3494,31.1257,16.3651,-16.7763
0.5,0.065337,-8.34084,61.2592,-0.410974,2.382,1,14.3505,31.1277,16.3663,-16.7772
0.5,0.065337,-8.3378,61.2634,-0.410792,2.3825,1,14.3516,31.1298,16.3674,-16.7782
0.5,0.065337,-8.33477,61.2675,-0.410611,2.383,1,14.3527,31.1318,16.3685,-16.7791
0.5,0.065337,-8.33174,61.2717,-0.410429,2.3835,1,14.3538,31.1338,16.3696,-16.78
0.5,0.065337,-8.32871,61.2759,-0.410248,2.384,1,14.3549,31.1358,16.3707,-16.781
0.5,0.065337,-8.32568,61.28,-0.410067,2.3845,1,14.356,31.1379,16.3718,-16.7819
0.5,0.065337,-8.32265,61.2842,-0.409885,2.385,1,14.3571,31.1399,16.3729,-16.7828
0.5,0.065337,-8.31962,61.2883,-0.409704,2.3855,1,14.3582,31.1419,16.374,-16.7838
0.5,0.065337,-8.31659,61.2925,-0.409523,2.386,1,14.3593,31.1439,16.3752,-16.7847
0.5,0.065337,-8.31357,61.2967,-0.409342,2.3865,1,14.3604,31.146,16.3763,-16.7856
0.5,0.065337,-8.31054,61.3008,-0.409162,2.387,1,14.3614,31.148,16.3774,-16.7865
0.5,0.065337,-8.30752,61.305,-0.408981,2.3875,1,14.3625,31.15,16.3785,-16.7875
0.5,0.065337,-8.30449,61.3091,-0.4088,2.388,1,14.3636,31.152,16.3796,-16.7884
0.5,0.065337,-8.30147,61.3133,-0.408619,2.3885,1,14.3647,31.1541,16.3807,-16.7893
0.5,0.065337,-8.29845,61.3174,-0.408439,2.389,1,14.3658,31.1561,16.3818,-16.7903
0.5,0.065337,-8.29543,61.3216,-0.408258,2.3895,1,14.3669,31.1581,16.3829,-16.7912
0.5,0.065337,-8.29241,61.3257,-0.408078,2.39,1,14.368,31.1601,16.384,-16.7921
0.5,0.065337,-8.28939,61.3299,-0.407898,2.3905,1,14.3691,31.1621,16.3851,-16.793
0.5,0.065337,-8.28638,61.334,-0.407718,2.391,1,14.3702,31.1641,16.3862,-16.794
0.5,0.065337,-8.28336,61.3381,-0.407538,2.3915,1,14.3713,31.1662,16.3874,-16.7949
0.5,0.065337,-8.28034,61.3423,-0.407357,2.392,1,14.3724,31.1682,16.3885,-16.7958
0.5,0.065337,-8.27733,61.3464,-0.407178,2.3925,1,14.3735,31.1702,16.3896,-16.7967
0.5,0.065337,-8.27432,61.3506,-0.406998,2.393,1,14.3745,31.1722,16.3907,-16.7977
0.5,0.065337,-8.2713,61.3547,-0.406818,2.3935,1,14.3756,31.1742,16.3918,-16.7986
0.5,0.065337,-8.26829,61.3588,-0.406638,2.394,1,14.3767,31.1762,16.3929,-16.7995
0.5,0.065337,-8.26528,61.363,-0.406458,2.3945,1,14.3778,31.1782,16.394,-16.8004
0.5,0.065337,-8.26227,61.3671,-0.406279,2.395,1,14.3789,31.1803,16.3951,-16.8014
0.5,0.065337,-8.25926,61.3712,-0.406099,2.3955,1,14.38,31.1823,16.3962,-16.8023
0.5,0.065337,-8.25625,61.3754,-0.40592,2.396,1,14.3811,31.1843,16.3973,-16.8032
0.5,0.065337,-8.25325,61.3795,-0.405741,2.3965,1,14.3822,31.1863,16.3984,-16.8041
0.5,0.065337,-8.25024,61.3836,-0.405562,2.397,1,14.3832,31.1883,16.3995,-16.8051
0.5,0.065337,-8.24724,61.3877,-0.405382,2.3975,1,14.3843,31.1903,16.4006,-16.806
0.5,0.065337,-8.24423,61.3919,-0.405203,2.398,1,14.3854,31.1923,16.4017,-16.8069
0.5,0.065337,-8.24123,61.396,-0.405024,2.3985,1,14.3865,31.1943,16.4028,-16.8078
0.5,0.065337,-8.23823,61.4001,-0.404845,2.399,1,14.3876,31.1963,16.4039,-16.8088
0.5,0.065337,-8.23523,61.4042,-0.404667,2.3995,1,14.3887,31.1983,16.405,-16.8097
0.5,0.065337,-8.23223,61.4083,-0.404488,2.4,1,14.3897,31.2003,16.4061,-16.8106
0.5,0.065337,-8.22923,61.4124,-0.404309,2.4005,1,14.3908,31.2023,16.4072,-16.8115
0.5,0.065337,-8.22623,61.4166,-0.40413,2.401,1,14.3919,31.2044,16.4083,-16.8124
0.5,0.065337,-8.22323,61.4207,-0.403952,2.4015,1,14.393,31.2064,16.4094,-16.8134
0.5,0.065337,-8.22024,61.4248,-0.403774,2.402,1,14.3941,31.2084,16.4105,-16.8143
0.5,0.065337,-8.21724,61.4289,-0.403595,2.4025,1,14.3952,31.2104,16.4116,-16.8152
0.5,0.065337,-8.21425,61.433,-0.403417,2.403,1,14.3962,31.2124,16.4127,-16.8161
0.5,0.065337,-8.21125,61.4371,-0.403239,2.4035,1,14.3973,31.2144,16.4138,-16.817
0.5,0.065337,-8.20826,61.4412,-0.403061,2.404,1,14.3984,31.2164,16.4149,-16.818
0.5,0.065337,-8.20527,61.4453,-0.402883,2.4045,1,14.3995,31.2184,16.416,-16.8189
0.5,0.065337,-8.20228,61.4494,-0.402705,2.405,1,14.4006,31.2204,16.4171,-16.8198
0.5,0.065337,-8.19929,61.4535,-0.402527,2.4055,1,14.4016,31.2224,16.4182,-16.8207
0.5,0.065337,-8.1963,61.4576,-0.402349,2.406,1,14.4027,31.2243,16.4193,-16.8216
0.5,0.065337,-8.19331,61.4617,-0.402171,2.4065,1,14.4038,31.2263,16.4204,-16.8225
0.5,0.065337,-8.19033,61.4658,-0.401994,2.407,1,14.4049,31.2283,16.4215,-16.8235
0.5,0.065337,-8.18734,61.4699,-0.401816,2.4075,1,14.406,31.2303,16.4226,-16.8244
0.5,0.065337,-8.18436,61.474,-0.401639,2.408,1,14.407,31.2323,16.4236,-16.8253
0.5,0.065337,-8.18137,61.4781,-0.401461,2.4085,1,14.4081,31.2343,16.4247,-16.8262
0.5,0.065337,-8.17839,61.4822,-0.401284,2.409,1,14.4092,31.2363,16.4258,-16.8271
0.5,0.065337,-8.17541,61.4863,-0.401107,2.4095,1,14.4103,31.2383,16.4269,-16.828
0.5,0.065337,-8.17243,61.4903,-0.400929,2.41,1,14.4114,31.2403,16.428,-16.8289
0.5,0.065337,-8.16945,61.4944,-0.400752,2.4105,1,14.4124,31.2423,16.4291,-16.8299
0.5,0.065337,-8.16647,61.4985,-0.400575,2.411,1,14.4135,31.2443,16.4302,-16.8308
0.5,0.065337,-8.16349,61.5026,-0.400398,2.4115,1,14.4146,31.2463,16.4313,-16.8317
0.5,0.065337,-8.16051,61.5067,-0.400222,2.412,1,14.4157,31.2483,16.4324,-16.8326
0.5,0.065337,-8.15754,61.5108,-0.400045,2.4125,1,14.4167,31.2502,16.4335,-16.8335
0.5,0.065337,-8.15456,61.5148,-0.399868,2.413,1,14.4178,31.2522,16.4346,-16.8344
0.5,0.065337,-8.15159,61.5189,-0.399691,2.4135,1,14.4189,31.2542,16.4356,-16.8353
0.5,0.065337,-8.14861,61.523,-0.399515,2.414,1,14.42,31.2562,16.4367,-16.8363
0.5,0.065337,-8.14564,61.5271,-0.399338,2.4145,1,14.421,31.2582,16.4378,-16.8372
0.5,0.065337,-8.14267,61.5311,-0.399162,2.415,1,14.4221,31.2602,16.4389,-16.8381
0.5,0.065337,-8.1397,61.5352,-0.398986,2.4155,1,14.4232,31.2622,16.44,-16.839
0.5,0.065337,-8.13673,61.5393,-0.39881,2.416,1,14.4242,31.2641,16.4411,-16.8399
0.5,0.065337,-8.13376,61.5433,-0.398633,2.4165,1,14.4253,31.2661,16.4422,-16.8408
0.5,0.065337,-8.13079,61.5474,-0.398457,2.417,1,14.4264,31.2681,16.4433,-16.8417
0.5,0.065337,-8.12783,61.5515,-0.398281,2.4175,1,14.4275,31.2701,16.4443,-16.8426
0.5,0.065337,-8.12486,61.5555,-0.398105,2.418,1,14.4285,31.2721,16.4454,-16.8435
0.5,0.065337,-8.12189,61.5596,-0.39793,2.4185,1,14.4296,31.2741,16.4465,-16.8444
0.5,0.065337,-8.11893,61.5636,-0.397754,2.419,1,14.4307,31.276,16.4476,-16.8454
0.5,0.065337,-8.11597,61.5677,-0.397578,2.4195,1,14.4317,31.278,16.4487,-16.8463
0.5,0.065337,-8.11301,61.5718,-0.397403,2.42,1,14.4328,31.28,16.4498,-16.8472
0.5,0.065337,-8.11004,61.5758,-0.397227,2.4205,1,14.4339,31.282,16.4509,-16.8481
0.5,0.065337,-8.10708,61.5799,-0.397052,2.421,1,14.435,31.2839,16.4519,-16.849
0.5,0.065337,-8.10413,61.5839,-0.396876,2.4215,1,14.436,31.2859,16.453,-16.8499
0.5,0.065337,-8.10117,61.588,-0.396701,2.422,1,14.4371,31.2879,16.4541,-16.8508
0.5,0.065337,-8.09821,61.592,-0.396526,2.4225,1,14.4382,31.2899,16.4552,-16.8517
0.5,0.065337,-8.09525,61.5961,-0.396351,2.423,1,14.4392,31.2918,16.4563,-16.8526
0.5,0.065337,-8.0923,61.6001,-0.396176,2.4235,1,14.4403,31.2938,16.4573,-16.8535
0.5,0.065337,-8.08934,61.6042,-0.396001,2.424,1,14.4414,31.2958,16.4584,-16.8544
0.5,0.065337,-8.08639,61.6082,-0.395826,2.4245,1,14.4424,31.2978,16.4595,-16.8553
0.5,0.065337,-8.08344,61.6123,-0.395651,2.425,1,14.4435,31.2997,16.4606,-16.8562
0.5,0.065337,-8.08049,61.6163,-0.395476,2.4255,1,14.4446,31.3017,16.4617,-16.8571
0.5,0.065337,-8.07754,61.6203,-0.395302,2.426,1,14.4456,31.3037,16.4627,-16.858
0.5,0.065337,-8.07459,61.6244,-0.395127,2.4265,1,14.4467,31.3056,16.4638,-16.859
0.5,0.065337,-8.07164,61.6284,-0.394953,2.427,1,14.4478,31.3076,16.4649,-16.8599
0.5,0.065337,-8.06869,61.6324,-0.394778,2.4275,1,14.4488,31.3096,16.466,-16.8608
0.5,0.065337,-8.06574,61.6365,-0.394604,2.428,1,14.4499,31.3116,16.4671,-16.8617
0.5,0.065337,-8.0628,61.6405,-0.39443,2.4285,1,14.451,31.3135,16.4681,-16.8626
0.5,0.065337,-8.05985,61.6445,-0.394255,2.429,1,14.452,31.3155,16.4692,-16.8635
0.5,0.065337,-8.05691,61.6486,-0.394081,2.4295,1,14.4531,31.3174,16.4703,-16.8644
0.5,0.065337,-8.05396,61.6526,-0.393907,2.43,1,14.4541,31.3194,16.4714,-16.8653
0.5,0.065337,-8.05102,61.6566,-0.393733,2.4305,1,14.4552,31.3214,16.4724,-16.8662
0.5,0.065337,-8.04808,61.6606,-0.393559,2.431,1,14.4563,31.3233,16.4735,-16.8671
0.5,0.065337,-8.04514,61.6647,-0.393386,2.4315,1,14.4573,31.3253,16.4746,-16.868
0.5,0.065337,-8.0422,61.6687,-0.393212,2.432,1,14.4584,31.3273,16.4757,-16.8689
0.5,0.065337,-8.03926,61.6727,-0.393038,2.4325,1,14.4595,31.3292,16.4767,-16.8698
0.5,0.065337,-8.03632,61.6767,-0.392865,2.433,1,14.4605,31.3312,16.4778,-16.8707
0.5,0.065337,-8.03339,61.6807,-0.392691,2.4335,1,14.4616,31.3331,16.4789,-16.8716
0.5,0.065337,-8.03045,61.6848,-0.392518,2.434,1,14.4626,31.3351,16.48,-16.8725
0.5,0.065337,-8.02752,61.6888,-0.392344,2.4345,1,14.4637,31.3371,16.481,-16.8734
0.5,0.065337,-8.02458,61.6928,-0.392171,2.435,1,14.4648,31.339,16.4821,-16.8743
0.5,0.065337,-8.02165,61.6968,-0.391998,2.4355,1,14.4658,31.341,16.4832,-16.8752
0.5,0.065337,-8.01872,61.7008,-0.391825,2.436,1,14.4669,31.3429,16.4842,-16.8761
0.5,0.065337,-8.01579,61.7048,-0.391652,2.4365,1,14.4679,31.3449,16.4853,-16.877
0.5,0.065337,-8.01286,61.7088,-0.391479,2.437,1,14.469,31.3469,16.4864,-16.8779
0.5,0.065337,-8.00993,61.7128,-0.391306,2.4375,1,14.47,31.3488,16.4875,-16.8788
0.5,0.065337,-8.007,61.7168,-0.391133,2.438,1,14.4711,31.3508,16.4885,-16.8797
0.5,0.065337,-8.00407,61.7208,-0.39096,2.4385,1,14.4722,31.3527,16.4896,-16.8806
0.5,0.065337,-8.00115,61.7248,-0.390788,2.439,1,14.4732,31.3547,16.4907,-16.8815
0.5,0.065337,-7.99822,61.7288,-0.390615,2.4395,1,14.4743,31.3566,16.4917,-16.8823
0.5,0.065337,-7.9953,61.7328,-0.390443,2.44,1,14.4753,31.3586,16.4928,-16.8832
0.5,0.065337,-7.99237,61.7368,-0.39027,2.4405,1,14.4764,31.3605,16.4939,-16.8841
0.5,0.065337,-7.98945,61.7408,-0.390098,2.441,1,14.4774,31.3625,16.4949,-16.885
0.5,0.065337,-7.98653,61.7448,-0.389926,2.4415,1,14.4785,31.3644,16.496,-16.8859
0.5,0.065337,-7.98361,61.7488,-0.389754,2.442,1,14.4795,31.3664,16.4971,-16.8868
0.5,0.065337,-7.98069,61.7528,-0.389581,2.4425,1,14.4806,31.3683,16.4981,-16.8877
0.5,0.065337,-7.97777,61.7568,-0.389409,2.443,1,14.4817,31.3703,16.4992,-16.8886
0.5,0.065337,-7.97485,61.7608,-0.389237,2.4435,1,14.4827,31.3722,16.5003,-16.8895
0.5,0.065337,-7.97194,61.7648,-0.389066,2.444,1,14.4838,31.3742,16.5013,-16.8904
0.5,0.065337,-7.96902,61.7687,-0.388894,2.4445,1,14.4848,31.3761,16.5024,-16.8913
0.5,0.065337,-7.9661,61.7727,-0.388722,2.445,1,14.4859,31.378,16.5035,-16.8922
0.5,0.065337,-7.96319,61.7767,-0.38855,2.4455,1,14.4869,31.38,16.5045,-16.8931
0.5,0.065337,-7.96028,61.7807,-0.388379,2.446,1,14.488,31.3819,16.5056,-16.894
0.5,0.065337,-7.95736,61.7847,-0.388207,2.4465,1,14.489,31.3839,16.5067,-16.8949
0.5,0.065337,-7.95445,61.7886,-0.388036,2.447,1,14.4901,31.3858,16.5077,-16.8957
0.5,0.065337,-7.95154,61.7926,-0.387865,2.4475,1,14.4911,31.3878,16.5088,-16.8966
0.5,0.065337,-7.94863,61.7966,-0.387693,2.448,1,14.4922,31.3897,16.5098,-16.8975
0.5,0.065337,-7.94572,61.8006,-0.387522,2.4485,1,14.4932,31.3916,16.5109,-16.8984
0.5,0.065337,-7.94282,61.8045,-0.387351,2.449,1,14.4943,31.3936,16.512,-16.8993
0.5,0.065337,-7.93991,61.8085,-0.38718,2.4495,1,14.4953,31.3955,16.513,-16.9002
0.5,0.065337,-7.937,61.8125,-0.387009,2.45,1,14.4964,31.3975,16.5141,-16.9011
0.5,0.065337,-7.9341,61.8165,-0.386838,2.4505,1,14.4974,31.3994,16.5151,-16.902
0.5,0.065337,-7.9312,61.8204,-0.386667,2.451,1,14.4985,31.4013,16.5162,-16.9029
0.5,0.065337,-7.92829,61.8244,-0.386497,2.4515,1,14.4995,31.4033,16.5173,-16.9038
0.5,0.065337,-7.92539,61.8283,-0.386326,2.452,1,14.5006,31.4052,16.5183,-16.9046
0.5,0.065337,-7.92249,61.8323,-0.386155,2.4525,1,14.5016,31.4071,16.5194,-16.9055
0.5,0.065337,-7.91959,61.8363,-0.385985,2.453,1,14.5027,31.4091,16.5204,-16.9064
0.5,0.065337,-7.91669,61.8402,-0.385814,2.4535,1,14.5037,31.411,16.5215,-16.9073
0.5,0.065337,-7.91379,61.8442,-0.385644,2.454,1,14.5047,31.4129,16.5226,-16.9082
0.5,0.065337,-7.91089,61.8481,-0.385474,2.4545,1,14.5058,31.4149,16.5236,-16.9091
0.5,0.065337,-7.908,61.8521,-0.385304,2.455,1,14.5068,31.4168,16.5247,-16.91
0.5,0.065337,-7.9051,61.856,-0.385133,2.4555,1,14.5079,31.4187,16.5257,-16.9109
0.5,0.065337,-7.90221,61.86,-0.384963,2.456,1,14.5089,31.4207,16.5268,-16.9117
0.5,0.065337,-7.89931,61.8639,-0.384793,2.4565,1,14.51,31.4226,16.5278,-16.9126
0.5,0.065337,-7.89642,61.8679,-0.384623,2.457,1,14.511,31.4245,16.5289,-16.9135
0.5,0.065337,-7.89353,61.8718,-0.384454,2.4575,1,14.5121,31.4265,16.5299,-16.9144
0.5,0.065337,-7.89064,61.8758,-0.384284,2.458,1,14.5131,31.4284,16.531,-16.9153
0.5,0.065337,-7.88775,61.8797,-0.384114,2.4585,1,14.5141,31.4303,16.532,-16.9162
0.5,0.065337,-7.88486,61.8837,-0.383945,2.459,1,14.5152,31.4322,16.5331,-16.917
0.5,0.065337,-7.88197,61.8876,-0.383775,2.4595,1,14.5162,31.4342,16.5342,-16.9179
0.5,0.065337,-7.87908,61.8916,-0.383606,2.46,1,14.5173,31.4361,16.5352,-16.9188
0.5,0.065337,-7.8762,61.8955,-0.383436,2.4605,1,14.5183,31.438,16.5363,-16.9197
0.5,0.065337,-7.87331,61.8994,-0.383267,2.461,1,14.5194,31.4399,16.5373,-16.9206
0.5,0.065337,-7.87043,61.9034,-0.383098,2.4615,1,14.5204,31.4419,16.5384,-16.9215
0.5,0.065337,-7.86754,61.9073,-0.382929,2.462,1,14.5214,31.4438,16.5394,-16.9223
0.5,0.065337,-7.86466,61.9112,-0.38276,2.4625,1,14.5225,31.4457,16.5405,-16.9232
0.5,0.065337,-7.86178,61.9152,-0.382591,2.463,1,14.5235,31.4476,16.5415,-16.9241
0.5,0.065337,-7.8589,61.9191,-0.382422,2.4635,1,14.5246,31.4495,16.5426,-16.925
0.5,0.065337,-7.85602,61.923,-0.382253,2.464,1,14.5256,31.4515,16.5436,-16.9259
0.5,0.065337,-7.85314,61.927,-0.382084,2.4645,1,14.5266,31.4534,16.5447,-16.9267
0.5,0.065337,-7.85026,61.9309,-0.381915,2.465,1,14.5277,31.4553,16.5457,-16.9276
0.5,0.065337,-7.84738,61.9348,-0.381747,2.4655,1,14.5287,31.4572,16.5468,-16.9285
0.5,0.065337,-7.8445,61.9387,-0.381578,2.466,1,14.5298,31.4591,16.5478,-16.9294
0.5,0.065337,-7.84163,61.9426,-0.38141,2.4665,1,14.5308,31.4611,16.5489,-16.9303
0.5,0.065337,-7.83876,61.9466,-0.381241,2.467,1,14.5318,31.463,16.5499,-16.9311
0.5,0.065337,-7.83588,61.9505,-0.381073,2.4675,1,14.5329,31.4649,16.5509,-16.932
0.5,0.065337,-7.83301,61.9544,-0.380905,2.468,1,14.5339,31.4668,16.552,-16.9329
0.5,0.065337,-7.83014,61.9583,-0.380736,2.4685,1,14.5349,31.4687,16.553,-16.9338
0.5,0.065337,-7.82727,61.9622,-0.380568,2.469,1,14.536,31.4706,16.5541,-16.9347
0.5,0.065337,-7.8244,61.9661,-0.3804,2.4695,1,14.537,31.4725,16.5551,-16.9355
0.5,0.065337,-7.82153,61.9701,-0.380232,2.47,1,14.538,31.4745,16.5562,-16.9364
0.5,0.065337,-7.81866,61.974,-0.380064,2.4705,1,14.5391,31.4764,16.5572,-16.9373
0.5,0.065337,-7.81579,61.9779,-0.379897,2.471,1,14.5401,31.4783,16.5583,-16.9382
0.5,0.065337,-7.81293,61.9818,-0.379729,2.4715,1,14.5411,31.4802,16.5593,-16.939
0.5,0.065337,-7.81006,61.9857,-0.379561,2.472,1,14.5422,31.4821,16.5604,-16.9399
0.5,0.065337,-7.8072,61.9896,-0.379394,2.4725,1,14.5432,31.484,16.5614,-16.9408
0.5,0.065337,-7.80433,61.9935,-0.379226,2.473,1,14.5442,31.4859,16.5624,-16.9417
0.5,0.065337,-7.80147,61.9974,-0.379059,2.4735,1,14.5453,31.4878,16.5635,-16.9425
0.5,0.065337,-7.79861,62.0013,-0.378891,2.474,1,14.5463,31.4897,16.5645,-16.9434
0.5,0.065337,-7.79575,62.0052,-0.378724,2.4745,1,14.5473,31.4916,16.5656,-16.9443
0.5,0.065337,-7.79289,62.0091,-0.378557,2.475,1,14.5484,31.4935,16.5666,-16.9452
0.5,0.065337,-7.79003,62.013,-0.37839,2.4755,1,14.5494,31.4954,16.5676,-16.946
0.5,0.065337,-7.78717,62.0169,-0.378223,2.476,1,14.5504,31.4973,16.5687,-16.9469
0.5,0.065337,-7.78431,62.0208,-0.378056,2.4765,1,14.5515,31.4992,16.5697,-16.9478
0.5,0.065337,-7.78146,62.0247,-0.377889,2.477,1,14.5525,31.5012,16.5708,-16.9487
0.5,0.065337,-7.7786,62.0285,-0.377722,2.4775,1,14.5535,31.5031,16.5718,-16.9495
0.5,0.065337,-7.77575,62.0324,-0.377555,2.478,1,14.5546,31.505,16.5728,-16.9504
0.5,0.065337,-7.77289,62.0363,-0.377388,2.4785,1,14.5556,31.5069,16.5739,-16.9513
0.5,0.065337,-7.77004,62.0402,-0.377222,2.479,1,14.5566,31.5088,16.5749,-16.9521
0.5,0.065337,-7.76719,62.0441,-0.377055,2.4795,1,14.5576,31.5107,16.576,-16.953
0.5,0.065337,-7.76434,62.048,-0.376889,2.48,1,14.5587,31.5126,16.577,-16.9539
0.5,0.065337,-7.76149,62.0519,-0.376722,2.4805,1,14.5597,31.5145,16.578,-16.9548
0.5,0.065337,-7.75864,62.0557,-0.376556,2.481,1,14.5607,31.5164,16.5791,-16.9556
0.5,0.065337,-7.75579,62.0596,-0.37639,2.4815,1,14.5618,31.5182,16.5801,-16.9565
0.5,0.065337,-7.75294,62.0635,-0.376224,2.482,1,14.5628,31.5201,16.5811,-16.9574
0.5,0.065337,-7.7501,62.0674,-0.376058,2.4825,1,14.5638,31.522,16.5822,-16.9582
0.5,0.065337,-7.74725,62.0712,-0.375891,2.483,1,14.5648,31.5239,16.5832,-16.9591
0.5,0.065337,-7.74441,62.0751,-0.375726,2.4835,1,14.5659,31.5258,16.5842,-16.96
0.5,0.065337,-7.74156,62.079,-0.37556,2.484,1,14.5669,31.5277,16.5853,-16.9608
0.5,0.065337,-7.73872,62.0829,-0.375394,2.4845,1,14.5679,31.5296,16.5863,-16.9617
0.5,0.065337,-7.73588,62.0867,-0.375228,2.485,1,14.5689,31.5315,16.5873,-16.9626
0.5,0.065337,-7.73304,62.0906,-0.375062,2.4855,1,14.57,31.5334,16.5884,-16.9634
0.5,0.065337,-7.7302,62.0945,-0.374897,2.486,1,14.571,31.5353,16.5894,-16.9643
0.5,0.065337,-7.72736,62.0983,-0.374731,2.4865,1,14.572,31.5372,16.5904,-16.9652
0.5,0.065337,-7.72452,62.1022,-0.374566,2.487,1,14.573,31.5391,16.5915,-16.966
0.5,0.065337,-7.72169,62.106,-0.3744,2.4875,1,14.5741,31.541,16.5925,-16.9669
0.5,0.065337,-7.71885,62.1099,-0.374235,2.488,1,14.5751,31.5429,16.5935,-16.9678
0.5,0.065337,-7.71601,62.1138,-0.37407,2.4885,1,14.5761,31.5447,16.5946,-16.9686
0.5,0.065337,-7.71318,62.1176,-0.373905,2.489,1,14.5771,31.5466,16.5956,-16.9695
0.5,0.065337,-7.71035,62.1215,-0.37374,2.4895,1,14.5781,31.5485,16.5966,-16.9704
0.5,0.065337,-7.70751,62.1253,-0.373575,2.49,1,14.5792,31.5504,16.5977,-16.9712
0.5,0.065337,-7.70468,62.1292,-0.37341,2.4905,1,14.5802,31.5523,16.5987,-16.9721
0.5,0.065337,-7.70185,62.133,-0.373245,2.491,1,14.5812,31.5542,16.5997,-16.973
0.5,0.065337,-7.69902,62.1369,-0.37308,2.4915,1,14.5822,31.5561,16.6007,-16.9738
0.5,0.065337,-7.69619,62.1407,-0.372915,2.492,1,14.5832,31.5579,16.6018,-16.9747
0.5,0.065337,-7.69336,62.1446,-0.372751,2.4925,1,14.5843,31.5598,16.6028,-16.9756
0.5,0.065337,-7.69054,62.1484,-0.372586,2.493,1,14.5853,31.5617,16.6038,-16.9764
0.5,0.065337,-7.68771,62.1523,-0.372422,2.4935,1,14.5863,31.5636,16.6049,-16.9773
0.5,0.065337,-7.68488,62.1561,-0.372257,2.494,1,14.5873,31.5655,16.6059,-16.9781
0.5,0.065337,-7.68206,62.1599,-0.372093,2.4945,1,14.5883,31.5673,16.6069,-16.979
0.5,0.065337,-7.67924,62.1638,-0.371929,2.495,1,14.5894,31.5692,16.6079,-16.9799
0.5,0.065337,-7.67641,62.1676,-0.371764,2.4955,1,14.5904,31.5711,16.609,-16.9807
0.5,0.065337,-7.67359,62.1715,-0.3716,2.496,1,14.5914,31.573,16.61,-16.9816
0.5,0.065337,-7.67077,62.1753,-0.371436,2.4965,1,14.5924,31.5749,16.611,-16.9824
0.5,0.065337,-7.66795,62.1791,-0.371272,2.497,1,14.5934,31.5767,16.612,-16.9833
0.5,0.065337,-7.66513,62.183,-0.371108,2.4975,1,14.5944,31.5786,16.6131,-16.9842
0.5,0.065337,-7.66231,62.1868,-0.370944,2.498,1,14.5955,31.5805,16.6141,-16.985
0.5,0.065337,-7.6595,62.1906,-0.370781,2.4985,1,14.5965,31.5824,16.6151,-16.9859
0.5,0.065337,-7.65668,62.1945,-0.370617,2.499,1,14.5975,31.5842,16.6161,-16.9867
0.5,0.065337,-7.65386,62.1983,-0.370453,2.4995,1,14.5985,31.5861,16.6172,-16.9876
0.5,0.065337,-7.65105,62.2021,-0.37029,2.5,1,14.5995,31.588,16.6182,-16.9885
0.5,0.065337,-7.64823,62.2059,-0.370126,2.5005,1,14.6005,31.5899,16.6192,-16.9893
0.5,0.065337,-7.64542,62.2098,-0.369963,2.501,1,14.6015,31.5917,16.6202,-16.9902
0.5,0.065337,-7.64261,62.2136,-0.3698,2.5015,1,14.6026,31.5936,16.6212,-16.991
0.5,0.065337,-7.6398,62.2174,-0.369636,2.502,1,14.6036,31.5955,16.6223,-16.9919
0.5,0.065337,-7.63699,62.2212,-0.369473,2.5025,1,14.6046,31.5973,16.6233,-16.9928
0.5,0.065337,-7.63418,62.225,-0.36931,2.503,1,14.6056,31.5992,16.6243,-16.9936
0.5,0.065337,-7.63137,62.2289,-0.369147,2.5035,1,14.6066,31.6011,16.6253,-16.9945
0.5,0.065337,-7.62856,62.2327,-0.368984,2.504,1,14.6076,31.6029,16.6263,-16.9953
0.5,0.065337,-7.62576,62.2365,-0.368821,2.5045,1,14.6086,31.6048,16.6274,-16.9962
